,key_0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error,track_id,track_name,country_x,country_y,c1,c2,c3,c4,c5,c6,Country,Alpha-2,Alpha-3,Continent,Anthem,country_lower,god,positivity,anger,sad,joy
88,indonesia,0.405,0.429,7.0,-15.378,1.0,0.0391,0.834,0.17,0.0859,0.423,108.601,audio_features,7Ej4N0d0fJw8C1A6jffHIy,spotify:track:7Ej4N0d0fJw8C1A6jffHIy,https://api.spotify.com/v1/tracks/7Ej4N0d0fJw8C1A6jffHIy,https://api.spotify.com/v1/audio-analysis/7Ej4N0d0fJw8C1A6jffHIy,86973.0,4.0,,7Ej4N0d0fJw8C1A6jffHIy,"Indonesia: ""Indonesia, our native country, our birthplace…"" (arr. P. Breiner)",Indonesia,indonesia,#FFFFFF,#CE1126,,,,,Indonesia,ID,IDN,Asia,"Indonesia, cherished land! 'Tis for thee our blood is shed, On guard for thee we stand, This land fore'er to be led. Indonesians, our people! Each other we do uphold, In declaration wholesale: To each other be true! Let her people, her land, Let her mighty peaks and prodigious sands, In body, in spirit, let them all arise, For Indonesia the Great! Indonesia the Great, be free, be free! These isles of ours beloved dearly! Indonesia the Great, be free, be free, For Indonesia the Great! Indonesia, land sublime, Fore'er bountiful and free, Where our roots we shall plant, For millenia to stand Indonesia, land of inheritance, Entrusted to us all, For one thing we all ask, Strengthened, our esperance! Fertile are her fields, holy her soul From Sabang to Merauke, hear the call! With hearts awakened, with goodwill served, For Indonesia the Great! Indonesia the Great Indonesia, land so pure, A land mighty with resolve, To thee we pledge allegiance, Only thee to love! Indonesia, resplendent land, Patriot love in us command, Foremost in our hearts and minds, Indonesia, fore'er to stand! May her people, her land, may her peaks and her sands, From sea to seas, in peace be, May they all then advance, may they all then commence, For Indonesia the Great! Indonesia the Great",indonesia,absent,0.5384615384615384,0.02564102564102564,0.0,0.3846153846153846
89,iran,0.292,0.155,7.0,-17.291,1.0,0.0406,0.796,0.931,0.0983,0.237,136.882,audio_features,3e2KYjwBoAxPvTwWHZ6wED,spotify:track:3e2KYjwBoAxPvTwWHZ6wED,https://api.spotify.com/v1/tracks/3e2KYjwBoAxPvTwWHZ6wED,https://api.spotify.com/v1/audio-analysis/3e2KYjwBoAxPvTwWHZ6wED,71200.0,4.0,,3e2KYjwBoAxPvTwWHZ6wED,"Iran: ""Upwards on the horizon rises the Eastern Sun…""",Iran,iran,#FFFFFF,#DA0101,#239F40,#B0DDBA,#E96A6A,#8ACC99,Iran,IR,IRN,Asia,"Upwards on the horizon rises the Eastern Sun, The light in the eyes of the believers in justice, Bahman is the zenith of our faith. Your message, O Imam, of independence, freedom, is imprinted on our souls. O Martyrs! Your clamours echo in the ears of time. Enduring, continuing, and eternal. The Islamic Republic of Iran!",iran,absent,0.4523809523809524,0.30952380952380953,0.16666666666666666,0.0
90,iraq,0.38,0.392,7.0,-14.19,0.0,0.0347,0.783,0.919,0.29,0.752,95.094,audio_features,6TbawcCSCoC8UrF4Zj1SPb,spotify:track:6TbawcCSCoC8UrF4Zj1SPb,https://api.spotify.com/v1/tracks/6TbawcCSCoC8UrF4Zj1SPb,https://api.spotify.com/v1/audio-analysis/6TbawcCSCoC8UrF4Zj1SPb,66693.0,3.0,,6TbawcCSCoC8UrF4Zj1SPb,"Iraq: Mawtini (My Homeland), ""My homeland, my homeland, glory and beauty…"" [2004 onwards] [short version]",Iraq,iraq,#000000,#DCEDE5,#14844C,#E9949D,#459E71,#84BFA1,Iraq,IQ,IRQ,Asia,"My homeland, my homeland, Glory and beauty, sublimity and splendor Are in your hills, are in your hills. Life and deliverance, pleasure and hope Are in your air, are in your air. Will I see you, will I see you? Safely comforted and victoriously honoured. Safely comforted and victoriously honoured. Will I see you in your eminence? Reaching to the stars, reaching to the stars My homeland, my homeland. My homeland, my homeland, The youth will not tire, 'till your independence Or they die, or they die. We will drink from death, and will not be to our enemies Like slaves, like slaves. We do not want, we do not want An eternal humiliation, nor a miserable life. An eternal humiliation, nor a miserable life. We do not want, but we will bring back Our storied glory, our storied glory. My homeland, my homeland. I My homeland, my homeland, The sword and the pen, not the talk nor the quarrel Are our symbols, are our symbols. Our glory and our covenant, and a faithful duty Moves us, moves us. Our glory, our glory, Is an honourable cause, and a waving flag. Is an honourable cause, and a waving flag. O, behold you, in your eminence, Victorious over your enemies, victorious over your enemies. My homeland, my homeland!",iraq,absent,0.38095238095238093,0.047619047619047616,0.047619047619047616,0.19047619047619047
91,ireland,0.318,0.165,10.0,-18.508,1.0,0.0336,0.863,0.802,0.1,0.333,33.333,audio_features,0pl1Gs4FeURl63j55WaVvA,spotify:track:0pl1Gs4FeURl63j55WaVvA,https://api.spotify.com/v1/tracks/0pl1Gs4FeURl63j55WaVvA,https://api.spotify.com/v1/audio-analysis/0pl1Gs4FeURl63j55WaVvA,79547.0,4.0,,0pl1Gs4FeURl63j55WaVvA,"Ireland: Amhran na bhFiann (The Soldier's Song), ""Soldiers are we…""",Ireland,ireland,#FF883E,#FFFFFF,#169B62,#7AC5A5,,,Ireland,IE,IRL,Europe,"We'll sing a song, a soldier's song With cheering, rousing chorus As round our blazing fires we throng The starry heavens o'er us Impatient for the coming fight And as we wait the morning's light Here in the silence of the night We'll chant a soldier's song Soldiers are we, whose lives are pledged to Ireland, Some have come from a land beyond the wave, Sworn to be free, no more our ancient sireland, Shall shelter the despot or the slave. Tonight we man the gap of danger, In Erin's cause, come woe or weal, 'Mid cannons' roar and rifles' peal, We'll chant a soldier's song. In valley green, or towering crag Our fathers fought before us And conquered 'neath the same old flag That's proudly floating o'er us We're children of a fighting race That never yet has known disgrace And as we march, the foe to face We'll chant a soldier's song Soldiers are we, whose lives are pledged to Ireland, Some have come from a land beyond the wave, Sworn to be free, no more our ancient sireland, Shall shelter the despot or the slave. Tonight we man the gap of danger, In Erin's cause, come woe or weal, 'Mid cannons' roar and rifles' peal, We'll chant a soldier's song. Sons of the Gael! Men of the Pale! The long-watched day is breaking The serried ranks of Innisfail Shall set the tyrant quaking Our camp fires now are burning low See in the east a silv'ry glow Out yonder waits the Saxon foe So chant a soldier's song ",ireland,absent,0.4583333333333333,0.08333333333333333,0.041666666666666664,0.25
92,israel,0.0784,0.104,2.0,-21.252,0.0,0.0343,0.742,0.809,0.067,0.329,68.53,audio_features,6cuzFOMRGtAMXRIJhwoHjZ,spotify:track:6cuzFOMRGtAMXRIJhwoHjZ,https://api.spotify.com/v1/tracks/6cuzFOMRGtAMXRIJhwoHjZ,https://api.spotify.com/v1/audio-analysis/6cuzFOMRGtAMXRIJhwoHjZ,86813.0,4.0,,6cuzFOMRGtAMXRIJhwoHjZ,"Israel: Hatikvah (The Hope), ""While yet within the heart…"" [arr. P. Breiner]",Israel,israel,#FFFFFF,#0038B8,#5F82D2,#D8E1F4,#88A2DE,,Israel,IL,ISR,Asia,"As long as in the heart, within, A Jewish soul still yearns, And onward, towards the ends of the east, an eye still gazes toward Zion; Our hope is not yet lost, The hope two thousand years old, To be a free nation in our land, The land of Zion and Jerusalem.",israel,absent,0.32673267326732675,0.10891089108910891,0.12871287128712872,0.19801980198019803
93,italy,0.519,0.181,10.0,-18.332,1.0,0.0496,0.905,0.898,0.344,0.335,108.05,audio_features,34CP2srPrDwymC15CK34he,spotify:track:34CP2srPrDwymC15CK34he,https://api.spotify.com/v1/tracks/34CP2srPrDwymC15CK34he,https://api.spotify.com/v1/audio-analysis/34CP2srPrDwymC15CK34he,107493.0,4.0,,34CP2srPrDwymC15CK34he,"Italy: Il Canto degli Italiani (The Song of the Italians), ""Italian Brother, Italy has awakened…""",Italy,italy,#FFFFFF,#009246,#CE2B37,,,,Italy,IT,ITA,Europe,"Brothers of Italy, Italy has woken, bound Scipio's helmet Upon her head. Where is Victory? Let her bow down, Because slave of Rome God created her. Let us join in a cohort, we are ready to die. We are ready to die, Italy has called. Let us join in a cohort, We are ready to die. We are ready to die, Italy has called! Yes!",italy,present,0.24031007751937986,0.13953488372093023,0.10077519379844961,0.17054263565891473
94,ivory coast,0.651,0.242,7.0,-16.048,1.0,0.0351,0.778,0.922,0.285,0.757,96.504,audio_features,2YdRwCSdJulOC9DZkjUBYu,spotify:track:2YdRwCSdJulOC9DZkjUBYu,https://api.spotify.com/v1/tracks/2YdRwCSdJulOC9DZkjUBYu,https://api.spotify.com/v1/audio-analysis/2YdRwCSdJulOC9DZkjUBYu,76347.0,4.0,,2YdRwCSdJulOC9DZkjUBYu,"Ivory Coast: L'Abidjanaise (Song of Abidjan), ""We salute you, O land of hope"" [arr. P. Breiner]",Ivory Coast,ivory coast,#FFFFFF,#F77F00,#009E60,,,,Ivory Coast,CI,CIV,Africa,"We salute you, O land of hope, Country of hospitality; Thy full gallant legions Have restored thy dignity.   Beloved Ivory Coast, thy sons, Proud builders of thy greatness, All not mustered together for thy glory, In joy will we construct thee. Proud citizens of the Ivory Coast, the country call us. If we have brought back liberty peacefully, It will be our duty to be an example   Of the hope promised to humanity, Forging unitedly in new faith The Fatherland of true brotherhood. ",ivory coast,absent,0.38461538461538464,0.11538461538461539,0.15384615384615385,0.11538461538461539
95,jamaica,0.212,0.15,0.0,-19.405,1.0,0.0434,0.951,0.837,0.0657,0.142,74.58,audio_features,08EfczsoI1YQSM70hFId4y,spotify:track:08EfczsoI1YQSM70hFId4y,https://api.spotify.com/v1/tracks/08EfczsoI1YQSM70hFId4y,https://api.spotify.com/v1/audio-analysis/08EfczsoI1YQSM70hFId4y,72867.0,4.0,,08EfczsoI1YQSM70hFId4y,"Jamaica: Jamaica, Land We Love, ""Eternal Father, bless our land…""",Jamaica,jamaica,#000000,#009B3A,#FED100,#8B7300,#8AB91A,,Jamaica,JM,JAM,North_America,"Eternal Father bless our land Guard us with Thy mighty hand Keep us free from evil powers Be our light through countless hours To our leaders, Great Defender, Grant true wisdom from above Justice, truth be ours forever Jamaica, land we love Jamaica, Jamaica, Jamaica, land we love Teach us true respect for all Stir response to duty's call Strengthen us the weak to cherish Give us vision lest we perish Knowledge send us, Heavenly Father, Grant true wisdom from above Justice, truth be ours forever Jamaica, land we love Jamaica, Jamaica, Jamaica, land we love.",jamaica,absent,0.4545454545454545,0.030303030303030304,0.030303030303030304,0.12121212121212122
96,japan,0.116,0.0777,0.0,-19.802,1.0,0.0449,0.983,0.798,0.136,0.0673,71.322,audio_features,3MEFObi1Wv23WaBdkZl7s4,spotify:track:3MEFObi1Wv23WaBdkZl7s4,https://api.spotify.com/v1/tracks/3MEFObi1Wv23WaBdkZl7s4,https://api.spotify.com/v1/audio-analysis/3MEFObi1Wv23WaBdkZl7s4,61747.0,4.0,,3MEFObi1Wv23WaBdkZl7s4,"Japan: Kimigayo (His Majesty's Reign), ""May your reign continue for a thousand, eight thousand generations…"" [arr. P. Breiner]",Japan,japan,#FFFFFF,#BC002D,#D14F6E,#EDBBC7,#DF869B,,Japan,JP,JPN,Asia,"May your reign Continue for a thousand, eight thousand generations, Until the tiny pebbles Grow into massive boulders Lush with moss",japan,absent,0.510204081632653,0.02040816326530612,0.04081632653061224,0.2857142857142857
97,jordan,0.218,0.161,5.0,-17.203,1.0,0.0333,0.797,0.844,0.112,0.638,111.941,audio_features,61a4mI6kB0JRsj3vqSrnjF,spotify:track:61a4mI6kB0JRsj3vqSrnjF,https://api.spotify.com/v1/tracks/61a4mI6kB0JRsj3vqSrnjF,https://api.spotify.com/v1/audio-analysis/61a4mI6kB0JRsj3vqSrnjF,51760.0,4.0,,61a4mI6kB0JRsj3vqSrnjF,"Jordan: As-salam al-malaki al-urdoni (Long Live the King of Jordan), ""Long live the King! Long live the King!…"" [2005 arrangement]",Jordan,jordan,#007A3D,#000000,#CE1126,#FFFFFF,#D84857,#972D2C,Jordan,JO,JOR,Asia,"Long live the King! Long live the King! His position sublime, His banners waving in glory supreme. We achieved our goal, On the day you revived for us, A revolution gives us our motivation! Flying over the shoulders of the highest comets. O king of Arabs, From the best prophet you have. The honour of dynasty, Talked about in the depths of books! All the youthful men, Are your armed armies His determination never dies out! Getting from your meaning a symbol of well-being![a] May you stay the light and the guide, A master in being away of all sins and wrong-doing, Living your life happily and well-respected! Under your flying flag rests the glory of all Arabs.",jordan,absent,0.25,0.0,0.0,0.16666666666666666
98,kazakhstan,0.314,0.326,7.0,-14.393,1.0,0.0372,0.89,0.763,0.119,0.354,99.027,audio_features,1QJWhZ5HwOSpBkJe9QDwLA,spotify:track:1QJWhZ5HwOSpBkJe9QDwLA,https://api.spotify.com/v1/tracks/1QJWhZ5HwOSpBkJe9QDwLA,https://api.spotify.com/v1/audio-analysis/1QJWhZ5HwOSpBkJe9QDwLA,72173.0,1.0,,1QJWhZ5HwOSpBkJe9QDwLA,"Kazakhstan: Menin Qazaqstanim (My Kazakhstan), ""Sky of golden sun…"" [2006 onwards]",Kazakhstan,kazakhstan,#00AFCA,#FAC50F,#97BC59,#2BB3AA,,,Kazakhstan,KZ,KAZ,Asia,"Sky of golden sun, Steppe of golden seed, Legend of courage - Take a look at my country! From the antiquity Our heroic glory emerged, They did not give up their pride My Kazakh people are strong! My country, my country, As your flower I will be planted, As your song I will stream, my country! My native land – My Kazakhstan! The way was opened to the posterity I have a vast land. Its unity is proper, I have an independent country. It welcomed the time Like an eternal friend, Our country is happy, Such is our country.",kazakhstan,absent,0.40909090909090906,0.13636363636363635,0.045454545454545456,0.2727272727272727
99,kenya,0.643,0.0885,9.0,-12.49,0.0,0.0523,0.813,0.969,0.0951,0.578,69.745,audio_features,5b4AFCtBCXQPhv1kZ6n1fA,spotify:track:5b4AFCtBCXQPhv1kZ6n1fA,https://api.spotify.com/v1/tracks/5b4AFCtBCXQPhv1kZ6n1fA,https://api.spotify.com/v1/audio-analysis/5b4AFCtBCXQPhv1kZ6n1fA,78773.0,5.0,,5b4AFCtBCXQPhv1kZ6n1fA,"Kenya: Wimbo Wa Taifa (National Anthem), ""O God of all creation…"" [Olympic version] [arr. P. Breiner]",Kenya,kenya,#000000,#BB0000,#006600,#FFFFFF,#D56262,#E6A6A6,Kenya,KE,KEN,Africa,O God of all creation Bless this our land and nation Justice be our shield and defender May we dwell in unity Peace and liberty Plenty be found within our borders. Let one and all arise With hearts both strong and true Service be our earnest endeavour And our homeland of Kenya Heritage of splendour Firm may we stand to defend. Let all with one accord In common bond united Build this our nation together And the glory of Kenya The fruit of our labour Fill every heart with thanksgiving.,kenya,present,0.35714285714285715,0.02857142857142857,0.04285714285714286,0.15714285714285714
104,kuwait,0.52,0.357,0.0,-15.069,1.0,0.0489,0.801,0.948,0.31,0.922,76.102,audio_features,4zp6RAeojmKszxq7HE6lmn,spotify:track:4zp6RAeojmKszxq7HE6lmn,https://api.spotify.com/v1/tracks/4zp6RAeojmKszxq7HE6lmn,https://api.spotify.com/v1/audio-analysis/4zp6RAeojmKszxq7HE6lmn,53867.0,4.0,,4zp6RAeojmKszxq7HE6lmn,"Kuwait: ""Kuwait, Kuwait, Kuwait, my country…"" (arr. P. Breiner)",Kuwait,kuwait,#007A3D,#CE1126,#FFFFFF,#000000,#EA9AA3,#890B19,Kuwait,KW,KWT,Asia,"Kuwait, my country, may you be safe and glorious! May you always enjoy good fortune! You are the cradle of my ancestors, Who put down its memory. With everlasting symmetry, showing all eternity, Those Arabs were heavenly, Kuwait, my country, May you be safe and glorious! May you always enjoy good fortune. Blessed be my Country a homeland for harmony, Warded by true sentry giving their soils aptly, Building high its history, Kuwait, My country, we're for you my Country, Led by faith and loyalty, With its Amir equally, Fencing us all fairly, with warm love and verity, Kuwait, my country, May you be safe and glorious. May you always enjoy good fortune!",kuwait,absent,0.34375,0.0,0.03125,0.28125
105,kyrgyzstan,0.187,0.166,9.0,-16.524,1.0,0.038,0.66,0.558,0.0947,0.385,163.409,audio_features,0MojoACMmhtiH8iqFcy2l2,spotify:track:0MojoACMmhtiH8iqFcy2l2,https://api.spotify.com/v1/tracks/0MojoACMmhtiH8iqFcy2l2,https://api.spotify.com/v1/audio-analysis/0MojoACMmhtiH8iqFcy2l2,61907.0,4.0,,0MojoACMmhtiH8iqFcy2l2,"Kyrgyzstan: ""High mountains, valleys and fields…"" (Olympic version) [arr. P. Breiner]",Kyrgyzstan,kyrgyzstan,#E8112D,#FFED00,#F58E14,#F05A1E,,,Kyrgyzstan,KG,KGZ,Asia,"White-capped rocky cliffs and steppes Are equal to the soul of our people. For countless centuries, our fathers Have lived in and kept the Ala-Too. March forward, Kyrgyz people, On the way to freedom! Prosperity and progress, Your own fate is in your hands! Long ago, our friendly people Completed and gave us the clasp to nature. We acquired an accord of harmony And peace over the Kyrgyz land. Chorus Our hopes and aspirations have been fulfilled, Our people wave the flag of freedom. The tradition of our fathers came to us, Let generations keep our holy heritage.",kyrgyzstan,absent,0.36363636363636365,0.09090909090909091,0.11363636363636363,0.2272727272727273
106,laos,0.388,0.146,5.0,-16.934,1.0,0.0462,0.871,0.849,0.193,0.336,120.919,audio_features,6vb3OQNEGDgg6SJQDmzDNK,spotify:track:6vb3OQNEGDgg6SJQDmzDNK,https://api.spotify.com/v1/tracks/6vb3OQNEGDgg6SJQDmzDNK,https://api.spotify.com/v1/audio-analysis/6vb3OQNEGDgg6SJQDmzDNK,84867.0,4.0,,6vb3OQNEGDgg6SJQDmzDNK,"Laos: Pheng Xat Lao (Hymn of the Lao People), ""For all time the Lao people…"" [arr. P. Breiner]",Laos,laos,#CE1126,#002868,#FEFFFF,#879AB8,#375788,#ABB8CD,Laos,LA,LAO,Asia,"For all time, the Lao people Have glorified their Fatherland, United in heart, Spirit and vigor as one. Resolutely moving forwards, Respecting and increasing the dignity of the Lao people And proclaiming the right to be their own masters. The Lao people of all origins are equal And will no longer allow imperialists And traitors to harm them. The entire people will safeguard the independence And the freedom of the Lao nation. They are resolved to struggle for victory In order to lead the nation to prosperity.",laos,absent,0.296551724137931,0.08275862068965517,0.09655172413793103,0.19999999999999998
107,latvia,0.216,0.175,7.0,-13.615,1.0,0.0394,0.863,0.903,0.352,0.385,125.028,audio_features,4zgw6IzOyHdYacL1Ru6wex,spotify:track:4zgw6IzOyHdYacL1Ru6wex,https://api.spotify.com/v1/tracks/4zgw6IzOyHdYacL1Ru6wex,https://api.spotify.com/v1/audio-analysis/4zgw6IzOyHdYacL1Ru6wex,66773.0,1.0,,4zgw6IzOyHdYacL1Ru6wex,"Latvia: Latvijas Valsts Himna (Latvian State Anthem), ""Bless Latvia, O God…"" [Olympic version] [arr. P. Breiner]",Latvia,latvia,#9E3039,#FFFFFF,,,,,Latvia,LV,LVA,Europe,"God, bless Latvia! Our beloved fatherland, Bless Latvia, Oh bless it, yet again! Where Latvian daughters bloom, Where Latvian sons sing, Let us dance for joy there, In our Latvia!",latvia,present,0.3448275862068966,0.034482758620689655,0.06896551724137931,0.06896551724137931
108,lebanon,0.41,0.117,7.0,-16.73,1.0,0.037,0.799,0.975,0.351,0.573,83.724,audio_features,3GtvlyJTnXU13BRTdgwylM,spotify:track:3GtvlyJTnXU13BRTdgwylM,https://api.spotify.com/v1/tracks/3GtvlyJTnXU13BRTdgwylM,https://api.spotify.com/v1/audio-analysis/3GtvlyJTnXU13BRTdgwylM,70333.0,4.0,,3GtvlyJTnXU13BRTdgwylM,"Lebanon: ""All of us! For our Country, for our Flag and Glory!…""",Lebanon,lebanon,#ED1C24,#FFFFFF,#01A652,#8ED8B2,#42BD7E,#D7F1E4,Lebanon,LB,LBN,Asia,"All of us! For our Country, for our Glory and Flag! Our valor and our writings are the envy of the ages. Our mountain and our valley, they bring forth stalwart men. And to Perfection we devote our words and labor. All of us! For our Country, for our Glory and Flag! All of us! For our Country Our Elders and our children, they await our Country's call, And on the Day of Crisis they are as Lions of the Jungle. The heart of our East is ever Lebanon, God has preserved him until the end of time. All of us! For our Country, for our Glory and Flag! All of us! For our Country The Gems of the East are his land and sea. Throughout the world his good deeds flow from pole to pole. And his name is his glory since time began. The cedars are his pride, his immortality's symbol. All of us! For our Country, for our Glory and Flag! All of us! For our Country",lebanon,present,0.5833333333333333,0.0,0.0,0.3333333333333333
